resume_text,category
"TensorFlow, deep learning, model tuning, NLP focused on LLM assistant with experience in stakeholder communication, MLOps, training pipeline. Additional keywords: computer vision Python.",AI/ML
"Worked on neural network using Python, TensorFlow, deep learning, PyTorch and delivered results through data preprocessing, MLOps, feature selection. Additional keywords: computer vision PyTorch.",AI/ML
"Hands-on experience with financial modeling, accounting, risk analysis, Excel in portfolio model, including process improvement, KPI tracking, cash flow planning. Additional keywords: accounting financial modeling.",Finance
"Hands-on experience with model evaluation, scikit-learn, data visualization, statistics in prediction pipeline, including dashboard reporting, business analysis, feature engineering. Additional keywords: statistics model evaluation.",Data Science
"Worked on manufacturing line using CAD, MATLAB, manufacturing, SolidWorks and delivered results through technical writing, documentation, tolerance stack-up. Additional keywords: AutoCAD FMEA.",Mechanical Engineering
"Professional background includes bioinformatics, medical imaging, MATLAB, biostatistics, device validation, and strong emphasis on data interpretation, regulatory documentation, equipment testing. Additional keywords: medical imaging clinical research.",Biomedical
"lead generation, SEO, brand management, content strategy focused on brand launch with experience in performance reporting, A/B testing, conversion optimization. Additional keywords: CRM content strategy.",Marketing
"PyTorch, deep learning, NLP, model tuning focused on LLM assistant with experience in data preprocessing, feature selection, training pipeline. Additional keywords: model tuning computer vision.",AI/ML
"Professional background includes REST APIs, Python, Flask, Java, full-stack portal, and strong emphasis on agile delivery, cloud deployment, unit testing. Additional keywords: Java Docker.",Software Engineering
"Built and improved content calendar by applying brand management, SEO, social media, CRM and performance reporting, conversion optimization, technical writing. Additional keywords: content strategy social media.",Marketing
"Professional background includes AutoCAD, CAD, mechanical design, GD&T, thermal system, and strong emphasis on finite element analysis, business analysis, process optimization. Additional keywords: SolidWorks FMEA.",Mechanical Engineering
"Professional background includes machine learning, TensorFlow, deep learning, PyTorch, classification model, and strong emphasis on MLOps, training pipeline, data preprocessing. Additional keywords: Python PyTorch.",AI/ML
"Worked on neural network using PyTorch, computer vision, Python, TensorFlow and delivered results through hyperparameter optimization, data preprocessing, feature selection. Additional keywords: TensorFlow computer vision.",AI/ML
"Hands-on experience with construction management, site execution, structural analysis, Revit in infrastructure planning, including project scheduling, quality control, process improvement. Additional keywords: construction management surveying.",Civil Engineering
"Worked on backend service using Django, Python, SQL, REST APIs and delivered results through documentation, CI/CD, agile delivery. Additional keywords: JavaScript Flask.",Software Engineering
"Hands-on experience with site execution, STAAD Pro, RCC design, structural analysis in infrastructure planning, including stakeholder communication, quality control, BOQ preparation. Additional keywords: surveying Revit.",Civil Engineering
"Built and improved classification model by applying computer vision, Python, deep learning, PyTorch and business analysis, training pipeline, documentation. Additional keywords: PyTorch Python.",AI/ML
"Hands-on experience with statistics, SQL, Pandas, NumPy in data cleaning workflow, including exploratory analysis, data wrangling, feature engineering. Additional keywords: Python SQL.",Data Science
"computer vision, PyTorch, TensorFlow, machine learning focused on neural network with experience in data preprocessing, training pipeline, technical writing. Additional keywords: PyTorch machine learning.",AI/ML
"Professional background includes NLP, Python, TensorFlow, model tuning, neural network, and strong emphasis on feature selection, hyperparameter optimization, problem solving. Additional keywords: machine learning NLP.",AI/ML
"Professional background includes budgeting, taxation, risk analysis, Excel, budget dashboard, and strong emphasis on variance analysis, business analysis, presentation skills. Additional keywords: forecasting financial modeling.",Finance
